CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
289;org.junit.internal.MethodSorterTest$null;14;21;16;25;25;16;14;2;0;523;25
431;org.junit.tests.ObjectContractTest$null;17;31;3;7;7;19;14;5;0;520;32
510;org.junit.tests.deprecated.JUnit4ClassRunnerTest$null;9;17;9;13;13;28;23;5;0;511;45
579;org.junit.tests.description.AnnotatedDescriptionTest$null;10;16;2;10;10;30;25;5;0;509;55
599;org.junit.tests.experimental.MatcherTest$null;13;17;2;3;3;32;25;7;0;507;58
911;org.junit.tests.experimental.parallel.ParallelClassTest$null;7;8;3;18;18;35;27;8;0;504;76
1141;org.junit.tests.experimental.parallel.ParallelMethodTest$null;5;12;3;10;10;38;30;8;0;501;86
1147;org.junit.tests.experimental.results.ResultMatchersTest$null;3;4;2;3;3;40;32;8;0;499;89
1162;org.junit.tests.experimental.rules.ExternalResourceRuleTest$null;3;5;4;5;5;44;36;8;0;495;94
1182;org.junit.tests.experimental.rules.NameRulesTest$null;5;4;0;5;5;44;36;8;0;495;99
1185;org.junit.tests.experimental.rules.TimeoutRuleTest$null;40;1;0;0;0;44;36;8;0;495;99
1215;org.junit.tests.experimental.theories.AllMembersSupplierTest$null;4;2;4;9;9;48;38;10;0;491;108
1323;org.junit.tests.experimental.theories.runner.TheoriesPerformanceTest$null;3;25;0;1;1;48;38;10;0;491;109
1326;org.junit.tests.junit3compatibility.ClassRequestTest$null;3;1;0;1;1;48;38;10;0;491;110
1406;org.junit.tests.junit3compatibility.ForwardCompatibilityPrintingTest$null;7;6;14;16;16;62;50;12;0;477;126
1754;org.junit.tests.junit3compatibility.ForwardCompatibilityTest$null;14;23;32;48;48;94;75;19;0;445;174
1817;org.junit.tests.junit3compatibility.InitializationErrorForwardCompatibilityTest$null;5;3;10;15;15;104;83;21;0;435;189
1940;org.junit.tests.junit3compatibility.JUnit38ClassRunnerTest$null;10;7;15;22;22;119;93;26;0;420;211
1959;org.junit.tests.junit3compatibility.OldTestClassAdaptingListenerTest$null;3;1;4;5;5;123;97;26;0;416;216
2223;org.junit.tests.junit3compatibility.SuiteMethodTest$null;9;15;21;35;35;144;117;27;0;395;251
2239;org.junit.tests.listening.ListenerTest$null;5;7;5;6;6;149;122;27;0;390;257
2294;org.junit.tests.listening.RunnerTest$null;10;4;11;15;15;160;133;27;0;379;272
2404;org.junit.tests.listening.TestListenerTest$null;6;4;12;16;16;172;143;29;0;367;288
2501;org.junit.tests.listening.TextListenerTest$null;15;6;6;16;16;178;148;30;0;361;304
2506;org.junit.tests.listening.UserStopTest$null;4;4;3;3;3;181;151;30;0;358;307
2530;org.junit.tests.manipulation.FilterableTest$null;9;16;1;6;6;182;152;30;0;357;313
2826;org.junit.tests.manipulation.SingleMethodTest$null;15;20;25;43;43;207;177;30;0;332;356
3036;org.junit.tests.manipulation.SortableTest$null;18;21;18;25;25;225;195;30;0;314;381
3078;org.junit.tests.running.classes.EnclosedTest$null;8;10;4;7;7;229;199;30;0;310;388
3101;org.junit.tests.running.classes.IgnoreClassTest$null;3;1;4;6;6;233;203;30;0;306;394
3155;org.junit.tests.running.classes.RunWithTest$null;5;4;7;12;12;240;208;32;0;299;406
3587;org.junit.tests.running.classes.SuiteTest$null;20;22;31;47;47;271;237;34;0;268;453
3607;org.junit.tests.running.classes.UseSuiteAsASuperclassTest$null;5;3;5;7;7;276;242;34;0;263;460
3639;org.junit.tests.running.methods.ExpectedTest$null;6;6;4;10;10;280;242;38;0;259;470
3646;org.junit.tests.running.methods.InheritedTestTest$null;4;3;1;3;3;281;243;38;0;258;473
3713;org.junit.tests.running.methods.ParameterizedTestMethodTest$null;7;5;18;19;19;299;243;56;0;240;492
3888;org.junit.tests.running.methods.TestMethodTest$null;11;13;27;35;35;326;270;56;0;213;527
3903;org.junit.tests.validation.BadlyFormedClassesTest$null;5;5;2;5;5;328;270;58;0;211;532
3909;org.junit.tests.validation.FailedConstructionTest$null;3;2;2;3;3;330;270;60;0;209;535
3909;org.junit.tests.validation.InaccessibleBaseClassTest$null;3;1;0;0;0;330;270;60;0;209;535
3919;org.junit.tests.validation.ValidationTest$null;3;2;2;4;4;332;270;62;0;207;539
