CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
238;org.lunivore.tyburn.ComponentFinderBehaviour$null;13;256;20;24;24;20;1;19;0;195;24
10048;org.lunivore.tyburn.FocuserBehaviour$null;1049;407;19;44;45;39;4;35;0;176;68
10056;org.lunivore.tyburn.HeadlessCheckerBehaviour$null;12;1;1;1;2;40;5;35;0;175;69
10068;org.lunivore.tyburn.NamedComponentFilterBehaviour$null;9;5;2;2;2;42;6;36;0;173;71
10068;org.lunivore.tyburn.SpeedBehaviour$null;3;0;0;0;0;42;6;36;0;173;71
150026;org.lunivore.tyburn.WindowControlBehaviour$null;1532;598;55;110;151;97;23;52;22;118;181
150386;org.lunivore.tyburn.actors.WindowGrabberBehaviour$null;119;106;0;4;17;97;23;52;22;118;185
150644;org.lunivore.tyburn.asciigrid.ImageToAsciiGridConverterBehaviour$null;22;3;52;62;66;149;51;76;22;66;247
150661;org.lunivore.tyburn.threaded.ClockedTimeouterBehaviour$null;8;1;1;3;7;150;52;76;22;65;250
154142;org.lunivore.tyburn.threaded.QueuedMiniHashMapBehaviour$null;611;623;6;10;17;156;58;76;22;59;260
155964;org.lunivore.tyburn.threaded.QueuedObjectHolderBehaviour$null;614;605;0;3;16;156;58;76;22;59;263
