CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;net.sf.lavalamp.AptTest$null;4;7;0;0;0;0;0;0;0;277;0
8;net.sf.lavalamp.PauseTest$null;105;101;1;1;1;1;1;0;0;276;1
2256;net.sf.lavalamp.application.AlwaysOffTest$null;115;159;2;12;12;3;2;0;1;274;13
2648;net.sf.lavalamp.application.ApplicationPropertiesTest$null;35;48;0;10;10;3;2;0;1;274;23
3022;net.sf.lavalamp.application.ApplicationPropertiesWebTest$null;40;52;0;10;10;3;2;0;1;274;33
5690;net.sf.lavalamp.application.BuildStatusServletTest$null;149;180;1;18;19;4;3;0;1;273;51
8978;net.sf.lavalamp.application.UniversalRunnerTest$null;136;142;9;24;24;13;8;4;1;264;75
197911;net.sf.lavalamp.application.WebRunTest$null;298;406;122;165;168;135;17;117;1;142;240
201479;net.sf.lavalamp.device.BlinkTest$null;102;137;3;4;17;138;17;117;4;139;244
201480;net.sf.lavalamp.device.CrashTest$null;4;1;0;0;0;138;17;117;4;139;244
225794;net.sf.lavalamp.device.DeviceControllerTest$null;151;176;12;11;19;150;17;129;4;127;255
225794;net.sf.lavalamp.device.DeviceFactoryTest$null;8;7;0;0;24;150;17;129;4;127;255
225794;net.sf.lavalamp.device.DevicePropertiesTest$null;60;60;0;0;10;150;17;129;4;127;255
230440;net.sf.lavalamp.device.PeriodTest$null;6;3;13;28;52;163;29;129;5;114;283
230440;net.sf.lavalamp.device.StatusQuoTest$null;85;99;0;0;0;163;29;129;5;114;283
230773;net.sf.lavalamp.device.TimeOfDayTest$null;6;4;7;14;26;170;35;129;6;107;297
234282;net.sf.lavalamp.device.impl.TellStickJniTest$null;98;101;3;4;28;173;35;129;9;104;301
257145;net.sf.lavalamp.device.impl.TellStickTest$null;122;126;23;22;81;196;35;145;16;81;323
257145;net.sf.lavalamp.factories.DeviceBuildsFactoryTest$null;13;10;0;0;33;196;35;145;16;81;323
257146;net.sf.lavalamp.properties.MissingPropertyExceptionTest$null;4;2;0;0;0;196;35;145;16;81;323
257146;net.sf.lavalamp.site.BuildPropertiesTest$null;29;29;0;0;10;196;35;145;16;81;323
259777;net.sf.lavalamp.site.BuildsCheckerTest$null;105;107;2;3;13;198;35;145;18;79;326
260698;net.sf.lavalamp.site.BuildsTest$null;99;95;1;1;8;199;35;145;19;78;327
260968;net.sf.lavalamp.site.DummyRemoteGetterTest$null;5;2;3;2;2;202;36;146;20;75;329
260976;net.sf.lavalamp.site.DummyRestGetterTest$null;5;2;2;2;2;204;37;147;20;73;331
260977;net.sf.lavalamp.site.MissingBuildExceptionTest$null;4;2;0;0;0;204;37;147;20;73;331
260977;net.sf.lavalamp.site.SiteFactoryTest$null;8;6;0;0;3;204;37;147;20;73;331
283854;net.sf.lavalamp.site.UrlGetterTest$null;387;295;18;18;50;222;37;165;20;55;349
287493;net.sf.lavalamp.site.impl.Bamboo3RestApiTest$null;106;99;3;4;6;225;37;166;22;52;353
290152;net.sf.lavalamp.site.impl.BambooRemoteApiTest$null;105;96;3;3;17;228;37;166;25;49;356
294809;net.sf.lavalamp.site.impl.BambooRestApiTest$null;118;108;6;5;11;234;37;170;27;43;361
303616;net.sf.lavalamp.site.impl.BambooSiteTest$null;120;112;10;10;19;244;37;180;27;33;371
308860;net.sf.lavalamp.site.impl.HudsonTest$null;158;107;6;6;11;250;37;186;27;27;377
