CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;net.sf.lavalamp.AptTest$null;7;8;0;0;0;0;0;0;0;246;0
6;net.sf.lavalamp.PauseTest$null;106;101;1;1;1;1;1;0;0;245;1
2377;net.sf.lavalamp.application.AlwaysOffTest$null;136;157;2;12;12;3;2;0;1;243;13
2791;net.sf.lavalamp.application.ApplicationPropertiesTest$null;35;55;0;10;10;3;2;0;1;243;23
3170;net.sf.lavalamp.application.ApplicationPropertiesWebTest$null;39;63;0;10;10;3;2;0;1;243;33
4721;net.sf.lavalamp.application.BuildStatusServletTest$null;143;200;1;11;11;4;3;0;1;242;44
7565;net.sf.lavalamp.application.UniversalRunnerTest$null;131;170;9;24;24;13;7;5;1;233;68
9160;net.sf.lavalamp.device.BlinkTest$null;106;112;14;17;17;27;21;5;1;219;85
9160;net.sf.lavalamp.device.CrashTest$null;4;0;0;0;0;27;21;5;1;219;85
11881;net.sf.lavalamp.device.DeviceControllerTest$null;152;159;11;17;19;38;30;7;1;208;102
12106;net.sf.lavalamp.device.DeviceFactoryTest$null;10;7;8;24;24;46;30;15;1;200;126
12615;net.sf.lavalamp.device.DevicePropertiesTest$null;75;57;4;10;10;50;34;15;1;196;136
12902;net.sf.lavalamp.device.PeriodTest$null;7;3;23;52;52;73;57;15;1;173;188
12902;net.sf.lavalamp.device.StatusQuoTest$null;85;101;0;0;0;73;57;15;1;173;188
12994;net.sf.lavalamp.device.TimeOfDayTest$null;7;3;7;18;26;80;63;16;1;166;206
14544;net.sf.lavalamp.device.impl.TellStickJniTest$null;95;95;0;16;23;80;63;16;1;166;222
20492;net.sf.lavalamp.device.impl.TellStickTest$null;144;126;22;50;81;102;84;17;1;144;272
20716;net.sf.lavalamp.factories.DeviceBuildsFactoryTest$null;13;11;6;17;33;108;86;21;1;138;289
20716;net.sf.lavalamp.properties.MissingPropertyExceptionTest$null;4;2;0;0;0;108;86;21;1;138;289
20867;net.sf.lavalamp.site.BuildPropertiesTest$null;28;35;2;5;10;110;88;21;1;136;294
22262;net.sf.lavalamp.site.BuildsCheckerTest$null;103;105;3;12;13;113;91;21;1;133;306
22865;net.sf.lavalamp.site.BuildsTest$null;90;118;1;6;8;114;92;21;1;132;312
22875;net.sf.lavalamp.site.DummyRemoteGetterTest$null;7;2;2;2;2;116;94;21;1;130;314
22883;net.sf.lavalamp.site.DummyRestGetterTest$null;7;1;2;2;2;118;95;22;1;128;316
22883;net.sf.lavalamp.site.MissingBuildExceptionTest$null;7;2;0;0;0;118;95;22;1;128;316
22901;net.sf.lavalamp.site.SiteFactoryTest$null;10;6;0;2;3;118;95;22;1;128;318
63176;net.sf.lavalamp.site.UrlGetterTest$null;377;402;27;35;35;145;100;43;2;101;353
66843;net.sf.lavalamp.site.impl.Bamboo3RestApiTest$null;94;94;3;5;6;148;100;44;4;98;358
72905;net.sf.lavalamp.site.impl.BambooRemoteApiTest$null;95;101;7;7;9;155;100;46;9;91;365
78577;net.sf.lavalamp.site.impl.BambooRestApiTest$null;100;109;5;5;11;160;100;47;13;86;370
87238;net.sf.lavalamp.site.impl.BambooSiteTest$null;110;120;11;10;19;171;100;54;17;75;380
92425;net.sf.lavalamp.site.impl.HudsonTest$null;110;112;6;6;11;177;100;58;19;69;386
