CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;net.sf.lavalamp.AptTest$null;5;8;0;0;0;0;0;0;0;246;0
7;net.sf.lavalamp.PauseTest$null;105;101;1;1;1;1;1;0;0;245;1
3068;net.sf.lavalamp.application.AlwaysOffTest$null;181;173;2;12;12;3;2;0;1;243;13
3490;net.sf.lavalamp.application.ApplicationPropertiesTest$null;52;57;0;10;10;3;2;0;1;243;23
4071;net.sf.lavalamp.application.ApplicationPropertiesWebTest$null;44;69;0;10;10;3;2;0;1;243;33
5937;net.sf.lavalamp.application.BuildStatusServletTest$null;162;256;1;11;11;4;3;0;1;242;44
9764;net.sf.lavalamp.application.UniversalRunnerTest$null;162;167;9;24;24;13;7;5;1;233;68
11647;net.sf.lavalamp.device.BlinkTest$null;122;174;14;17;17;27;21;5;1;219;85
11647;net.sf.lavalamp.device.CrashTest$null;4;1;0;0;0;27;21;5;1;219;85
14407;net.sf.lavalamp.device.DeviceControllerTest$null;185;186;11;17;19;38;30;7;1;208;102
14706;net.sf.lavalamp.device.DeviceFactoryTest$null;11;9;8;24;24;46;30;15;1;200;126
15252;net.sf.lavalamp.device.DevicePropertiesTest$null;61;73;4;10;10;50;34;15;1;196;136
15630;net.sf.lavalamp.device.PeriodTest$null;8;4;23;52;52;73;57;15;1;173;188
15630;net.sf.lavalamp.device.StatusQuoTest$null;131;96;0;0;0;73;57;15;1;173;188
15747;net.sf.lavalamp.device.TimeOfDayTest$null;11;3;7;18;26;80;63;16;1;166;206
17485;net.sf.lavalamp.device.impl.TellStickJniTest$null;122;122;0;16;23;80;63;16;1;166;222
24804;net.sf.lavalamp.device.impl.TellStickTest$null;161;152;22;50;81;102;84;17;1;144;272
25081;net.sf.lavalamp.factories.DeviceBuildsFactoryTest$null;20;9;6;17;33;108;86;21;1;138;289
25081;net.sf.lavalamp.properties.MissingPropertyExceptionTest$null;7;4;0;0;0;108;86;21;1;138;289
25283;net.sf.lavalamp.site.BuildPropertiesTest$null;38;31;2;5;10;110;88;21;1;136;294
26819;net.sf.lavalamp.site.BuildsCheckerTest$null;114;147;3;12;13;113;91;21;1;133;306
27582;net.sf.lavalamp.site.BuildsTest$null;124;119;1;6;8;114;92;21;1;132;312
27592;net.sf.lavalamp.site.DummyRemoteGetterTest$null;6;2;2;2;2;116;94;21;1;130;314
27601;net.sf.lavalamp.site.DummyRestGetterTest$null;7;3;2;2;2;118;95;22;1;128;316
27601;net.sf.lavalamp.site.MissingBuildExceptionTest$null;7;2;0;0;0;118;95;22;1;128;316
27621;net.sf.lavalamp.site.SiteFactoryTest$null;13;9;0;2;3;118;95;22;1;128;318
61861;net.sf.lavalamp.site.UrlGetterTest$null;382;352;27;35;35;145;99;43;3;101;353
69588;net.sf.lavalamp.site.impl.Bamboo3RestApiTest$null;115;120;4;5;6;149;99;44;6;97;358
76627;net.sf.lavalamp.site.impl.BambooRemoteApiTest$null;165;100;7;6;9;156;99;50;7;90;364
82452;net.sf.lavalamp.site.impl.BambooRestApiTest$null;115;149;4;5;11;160;99;50;11;86;369
93844;net.sf.lavalamp.site.impl.BambooSiteTest$null;144;127;11;10;19;171;99;56;16;75;379
98093;net.sf.lavalamp.site.impl.HudsonTest$null;146;139;6;6;11;177;99;62;16;69;385
