CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
834;net.sf.doodleproject.numerics4j.continuedfraction.ContinuedFractionTest$null;15;1;76;85;85;76;47;28;1;3792;85
834;net.sf.doodleproject.numerics4j.exception.ConvergenceExceptionTest$null;5;0;0;0;0;76;47;28;1;3792;85
834;net.sf.doodleproject.numerics4j.exception.NumericExceptionTest$null;2;0;0;0;0;76;47;28;1;3792;85
2466;net.sf.doodleproject.numerics4j.integration.AdaptiveIntegratorTest$null;49;7;133;171;186;209;58;150;1;3659;256
10729;net.sf.doodleproject.numerics4j.integration.RombergIntegratorTest$null;7;2;137;170;185;346;89;185;72;3522;426
13222;net.sf.doodleproject.numerics4j.integration.SimpsonsIntegratorTest$null;6;2;45;58;146;391;114;191;86;3477;484
34776;net.sf.doodleproject.numerics4j.integration.TrapezoidalIntegratorTest$null;235;48;23;36;124;414;120;197;97;3454;520
34795;net.sf.doodleproject.numerics4j.iterativeMethTest$null;4;0;4;5;20;418;120;201;97;3450;525
35436;net.sf.doodleproject.numerics4j.root.BisectionRootFinderTest$null;6;1;49;66;89;467;139;229;99;3401;591
36130;net.sf.doodleproject.numerics4j.root.BracketTest$null;3;0;43;63;63;510;166;241;103;3358;654
36516;net.sf.doodleproject.numerics4j.root.FalsePositionRootFinderTest$null;5;1;34;57;72;544;171;270;103;3324;711
36847;net.sf.doodleproject.numerics4j.root.NewtonRootFinderTest$null;5;2;30;44;69;574;175;296;103;3294;755
37151;net.sf.doodleproject.numerics4j.root.SecantRootFinderTest$null;4;1;34;47;62;608;186;319;103;3260;802
37409;net.sf.doodleproject.numerics4j.series.PowerSeriesTest$null;4;1;35;45;60;643;209;331;103;3225;847
37676;net.sf.doodleproject.numerics4j.series.SeriesTest$null;6;0;22;33;58;665;221;340;104;3203;880
40972;net.sf.doodleproject.numerics4j.special.BetaTest$null;9;5;346;414;492;1011;550;357;104;2857;1294
43634;net.sf.doodleproject.numerics4j.special.ErfTest$null;9;5;203;304;521;1214;721;389;104;2654;1598
44298;net.sf.doodleproject.numerics4j.special.GammaTest$null;8;5;20;84;418;1234;740;390;104;2634;1682
44808;net.sf.doodleproject.numerics4j.special.TrigonometricTest$null;3;1;121;145;145;1355;861;390;104;2513;1827
53520;net.sf.doodleproject.numerics4j.statistics.distribution.BetaDistributionTest$null;170;63;76;182;699;1431;911;416;104;2437;2009
60631;net.sf.doodleproject.numerics4j.statistics.distribution.BinomialDistributionTest$null;33;8;334;438;438;1765;1218;429;118;2103;2447
61146;net.sf.doodleproject.numerics4j.statistics.distribution.CauchyDistributionTest$null;4;0;85;104;104;1850;1301;431;118;2018;2551
66851;net.sf.doodleproject.numerics4j.statistics.distribution.ChiSquaredDistributionTest$null;85;37;89;208;653;1939;1363;458;118;1929;2759
67109;net.sf.doodleproject.numerics4j.statistics.distribution.ExponentialDistributionTest$null;3;0;56;71;71;1995;1417;460;118;1873;2830
75669;net.sf.doodleproject.numerics4j.statistics.distribution.FDistributionTest$null;163;62;89;191;720;2084;1487;479;118;1784;3021
79906;net.sf.doodleproject.numerics4j.statistics.distribution.GammaDistributionTest$null;81;38;11;123;633;2095;1493;484;118;1773;3144
84712;net.sf.doodleproject.numerics4j.statistics.distribution.GeometricDistributionTest$null;42;23;98;195;435;2193;1573;495;125;1675;3339
87863;net.sf.doodleproject.numerics4j.statistics.distribution.HypergeometricDistributionTest$null;41;16;102;216;467;2295;1654;515;126;1573;3555
88569;net.sf.doodleproject.numerics4j.statistics.distribution.LaplaceDistributionTest$null;4;1;125;152;152;2420;1777;517;126;1448;3707
95642;net.sf.doodleproject.numerics4j.statistics.distribution.LogNormalDistributionTest$null;97;45;103;232;712;2523;1867;530;126;1345;3939
96092;net.sf.doodleproject.numerics4j.statistics.distribution.LogisticDistributionTest$null;4;1;81;109;109;2604;1942;536;126;1264;4048
107329;net.sf.doodleproject.numerics4j.statistics.distribution.NegativeBinomialDistributionTest$null;77;38;85;178;429;2689;1997;555;137;1179;4226
111524;net.sf.doodleproject.numerics4j.statistics.distribution.NormalDistributionTest$null;68;30;82;210;706;2771;2077;557;137;1097;4436
114439;net.sf.doodleproject.numerics4j.statistics.distribution.PoissonDistributionTest$null;21;10;64;147;329;2835;2125;564;146;1033;4583
114872;net.sf.doodleproject.numerics4j.statistics.distribution.RayleighDistributionTest$null;3;1;77;96;96;2912;2197;569;146;956;4679
115082;net.sf.doodleproject.numerics4j.statistics.distribution.SaddlePointApproximationTest$null;3;1;15;54;216;2927;2212;569;146;941;4733
123053;net.sf.doodleproject.numerics4j.statistics.distribution.TDistributionTest$null;166;67;88;190;721;3015;2275;594;146;853;4923
123401;net.sf.doodleproject.numerics4j.statistics.distribution.UniformDistributionTest$null;4;1;65;84;84;3080;2334;600;146;788;5007
123857;net.sf.doodleproject.numerics4j.util.DoubleArrayTest$null;2;1;36;51;60;3116;2349;618;149;752;5058
