CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
1082;gnu.trove.TDecoratorsTest$null;12;18;38;88;88;38;29;9;0;6144;88
36866;gnu.trove.decorator.TObjectPrimitiveMapDecoratorTest$null;69;42;320;1117;1117;358;210;146;2;5824;1205
69762;gnu.trove.decorator.TPrimitiveObjectMapDecoratorTest$null;74;34;251;1057;1090;609;371;236;2;5573;2262
280412;gnu.trove.decorator.TPrimitivePrimitiveMapDecoratorTest$null;3460;248;272;1022;1070;881;532;347;2;5301;3284
316065;gnu.trove.decorator.TPrimitiveSetDecoratorTest$null;71;34;94;871;1042;975;576;393;6;5207;4155
319132;gnu.trove.impl.PrimeFinderTest$null;7;4;7;495;502;982;583;393;6;5200;4650
347640;gnu.trove.impl.hash.THashTest$null;42;30;80;940;1428;1062;632;422;8;5120;5590
363010;gnu.trove.impl.hash.TObjectHashTest$null;36;21;13;681;813;1075;632;435;8;5107;6271
715812;gnu.trove.list.array.TArrayListTest$null;1386;1790;134;251;283;1209;687;502;20;4973;6522
740243;gnu.trove.list.array.TPrimitiveArrayListTest$null;28;19;240;1075;1382;1449;826;597;26;4733;7597
740547;gnu.trove.list.linked.TLinkableAdapterTest$null;10;5;17;46;46;1466;829;611;26;4716;7643
762780;gnu.trove.list.linked.TLinkedListTest$null;411;103;224;366;383;1690;957;705;28;4492;8009
788571;gnu.trove.list.linked.TPrimitiveLinkedListTest$null;34;24;280;1038;1232;1970;1121;814;35;4212;9047
795912;gnu.trove.map.hash.NoEntryValueTest$null;12;9;10;615;726;1980;1125;820;35;4202;9662
836304;gnu.trove.map.hash.TCustomHashMapTest$null;72;58;68;680;871;2048;1146;867;35;4134;10342
864026;gnu.trove.map.hash.THashMapTest$null;40;24;257;1032;1279;2305;1318;950;37;3877;11374
872839;gnu.trove.map.hash.TObjectPrimitiveCustomHashMapTest$null;14;12;26;624;741;2331;1325;968;38;3851;11998
1021543;gnu.trove.map.hash.TObjectPrimitiveHashMapTest$null;1206;141;218;1109;1608;2549;1461;1050;38;3633;13107
1193348;gnu.trove.map.hash.TPrimitiveObjectHashMapTest$null;1164;127;387;1466;1929;2936;1722;1176;38;3246;14573
1369203;gnu.trove.map.hash.TPrimitivePrimitiveHashMapTest$null;1481;131;513;1530;2079;3449;1970;1441;38;2733;16103
1370922;gnu.trove.set.hash.TCustomHashSetTest$null;10;9;589;589;726;4038;1970;2030;38;2144;16692
1371607;gnu.trove.set.hash.THashSetTest$null;141;51;233;233;1038;4271;1970;2263;38;1911;16925
1371908;gnu.trove.set.hash.TLinkedHashSetTest$null;14937;397;95;95;1100;4366;1970;2358;38;1816;17020
1372573;gnu.trove.set.hash.TPrimitiveHashSetTest$null;65;31;251;251;1128;4617;1970;2609;38;1565;17271
1372964;gnu.trove.stack.array.TStackTest$null;10;8;135;135;259;4752;1970;2744;38;1430;17406
1372991;gnu.trove.strategy.IdentityHashingStrategyTest$null;9;11;9;9;672;4761;1970;2753;38;1421;17415
